name,price,socket_type,cooler_length,created_at
SNOWMAN AX880 PRO-ARGB 뚜까리8,83100,"1851,115X,1366,AMD4,1900",162.0,2026-05-21 09:29:27.587474
DYNATRON S3,83580,8600,27.0,2026-05-21 09:29:27.587474
SilverStone SST-XE02-SP3S 마이크로닉스,83670,8400,117.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 140 Digital 서린,84590,"1851,115X,2066,2011,AMD4,1500,1850",165.0,2026-05-21 09:29:27.587474
Thermalright FROST TOWER 120 서린,84700,"2011,115X,2066,AMD4,1075,1850",154.0,2026-05-21 09:29:27.587474
ARCTIC Freezer 4U-M 피씨디렉트,85700,2300,145.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9a-AM4 chromax.black,85750,"AMD4,2500",37.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9i-17xx chromax.black,85750,"1851,2500",37.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9a-AM5 chromax.black,85750,2500,37.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620 G2,85840,"115X,1851,AMD4,2000",159.0,2026-05-21 09:29:27.587474
ID-COOLING FROZN A720 데이븐,86330,"2011,115X,2066,1851,AMD4,1800",163.0,2026-05-21 09:29:27.587474
DYNATRON B9,86720,5000,28.0,2026-05-21 09:29:27.587474
DEEPCOOL AN600,86740,"115X,AMD4,1850",67.0,2026-05-21 09:29:27.587474
COUGAR FORZA 135 서린,87000,"1851,115X,2066,2011,1366,AMD4,AM2,1391,1500,2000",160.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1920 DIGITAL 쌍철봉,87450,"1851,115X,AMD4,1600,2200",157.0,2026-05-21 09:29:27.587474
DEEPCOOL AK700 DIGITAL NYX,87700,"1851,115X,AMD4,2700",157.0,2026-05-21 09:29:27.587474
DEEPCOOL AK700 DIGITAL,87700,"1851,115X,AMD4,2700",157.0,2026-05-21 09:29:27.587474
ARCTIC Freezer 4U-M 서린,87890,2300,145.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 VISION 서린,88790,"1851,2011,2066,115X,AMD4,1850",162.0,2026-05-21 09:29:27.587474
Supermicro 2U Passive SNK-P0083P,88890,,,2026-05-21 09:29:27.587474
DYNATRON Q11P,89300,"1851,3800",130.0,2026-05-21 09:29:27.587474
EVERCOOL COOLMARKER CM-1700 3U 270W,89490,"1851,5000",125.0,2026-05-21 09:29:27.587474
잘만 CNPS9900 MAX 블루,90000,"115X,2066,2011,1366,AMD4,AM2,1700",152.0,2026-05-21 09:29:27.587474
잘만 CNPS9500 AT,90000,115X,125.0,2026-05-21 09:29:27.587474
잘만 CNPS9700 LED,90000,"115X,AM2,2800",142.0,2026-05-21 09:29:27.587474
Thermalright Macho Zero,91000,"115X,2011,1366,AM2",162.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 VISION ARGB 서린,91680,"1851,2011,2066,115X,AMD4,1850",162.0,2026-05-21 09:29:27.587474
NOCTUA NH-D9L,92180,"1851,115X,AMD4,2000",110.0,2026-05-21 09:29:27.587474
be quiet DARK ROCK SLIM 서린,92800,"2011,115X,1366,2066,AMD4,1500",159.0,2026-05-21 09:29:27.587474
SilverStone SST-XE02-4189 마이크로닉스,94300,1000,65.0,2026-05-21 09:29:27.587474
NOCTUA NH-L9x65,95500,"1851,115X,AMD4,2500",65.0,2026-05-21 09:29:27.587474
be quiet DARK ROCK SLIM,96000,"115X,2066,2011,1366,AMD4,AM2,1500",159.0,2026-05-21 09:29:27.587474
Thermalright AXP-200,97000,"115X,2011,1366,AM2",73.0,2026-05-21 09:29:27.587474
be quiet PURE ROCK PRO 3 LX,97010,"115X,1851,AMD4,2000",155.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620 DIGITAL PRO,99740,"2066,1851,2011,115X,AMD4,1750",163.0,2026-05-21 09:29:27.587474
Supermicro 2U Active SNK-P0063AP4,100580,8400,,2026-05-21 09:29:27.587474
NOCTUA NH-U9S,100680,"115X,1851,AMD4,2000",125.0,2026-05-21 09:29:27.587474
NOCTUA NH-L12S,101360,"1851,115X,AMD4,1850",70.0,2026-05-21 09:29:27.587474
SilverStone SST-XE02-1700S 마이크로닉스,102820,"1851,1000",66.0,2026-05-21 09:29:27.587474
아이보라 2U-SP5,110140,1000,64.0,2026-05-21 09:29:27.587474
Thermalright Archon IB-E X2,112000,"115X,2011,1366,AM2,1300",165.0,2026-05-21 09:29:27.587474
3RSYS Socoool RC1800 ARGB,113090,"115X,AMD4,1600",156.0,2026-05-21 09:29:27.587474
GAMDIAS BOREAS M2-61L,113320,"1851,115X,AMD4,2000",160.0,2026-05-21 09:29:27.587474
NOCTUA NH-U12S,115230,"1851,115X,AMD4,1500",158.0,2026-05-21 09:29:27.587474
CORSAIR A115,117760,"115X,AMD4,1600",164.0,2026-05-21 09:29:27.587474
DEEPCOOL AK620 DIGITAL,120000,"2066,115X,2011,AMD4,1486,1850",162.0,2026-05-21 09:29:27.587474
DEEPCOOL ASSASSIN 4S,120560,"2011,2066,115X,AMD4,1700",164.0,2026-05-21 09:29:27.587474
Supermicro 4U Active SNK-P0081AP4,121000,5000,,2026-05-21 09:29:27.587474
SilverStone SST-XE02-SP5 마이크로닉스,121240,1000,118.0,2026-05-21 09:29:27.587474
Supermicro 2U Passive SNK-P0088P,124890,,,2026-05-21 09:29:27.587474
Thermalright Silver Arrow ITX,124900,"115X,2011,1366,AM2,1300",165.0,2026-05-21 09:29:27.587474
SilverStone SST-XE04-4189 마이크로닉스,125060,5000,126.0,2026-05-21 09:29:27.587474
NOCTUA NH-L12Sx77,125750,"1851,115X,AMD4,1850",77.0,2026-05-21 09:29:27.587474
잘만 CNPS20X,126000,"115X,2066,2011,AMD4,AM2,1300,1500",165.0,2026-05-21 09:29:27.587474
SilverStone SST-XE02-4677 마이크로닉스,126540,1000,65.0,2026-05-21 09:29:27.587474
PentaWave Z06D EX TURBO,126900,"1851,2066,2011,115X,AMD4,3000",158.0,2026-05-21 09:29:27.587474
Thermalright FROST SPIRIT 140 WHITE V3,131270,"115X,AMD4,1280,1500",158.0,2026-05-21 09:29:27.587474
NOCTUA NH-C14S,131840,"1851,115X,AMD4,1015,1500",142.0,2026-05-21 09:29:27.587474
Thermalright Phantom Spirit 120 VISION SNOW 서린,132790,"115X,1851,AMD4,2150",160.0,2026-05-21 09:29:27.587474
Thermalright Peerless Assassin 120 Vision MAX ARGB 서린,133200,"1851,115X,AMD4,2150",164.0,2026-05-21 09:29:27.587474
be quiet DARK ROCK 5,134300,"115X,AMD4,2100",161.0,2026-05-21 09:29:27.587474
Thermalright Phantom Spirit 120 VISION EVO 서린,134950,"115X,1851,AMD4,2150",160.0,2026-05-21 09:29:27.587474
발키리 R125-L LCD ARGB,139000,"2066,1851,115X,2011,AMD4,2150",162.0,2026-05-21 09:29:27.587474
SilverStone XE04-4677V 마이크로닉스,140400,5000,126.0,2026-05-21 09:29:27.587474
Supermicro 4U Active SNK-P0084AP4,141000,4700,,2026-05-21 09:29:27.587474
DEEPCOOL ASSASSIN 4,145080,"2011,115X,2066,AMD4,1575,1700",164.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15S,147060,"1851,115X,AMD4,1500",160.0,2026-05-21 09:29:27.587474
SilverStone SST-XE04-SP5 마이크로닉스,147900,5000,118.0,2026-05-21 09:29:27.587474
SilverStone SST-XE04-4677B 마이크로닉스,147990,5000,118.0,2026-05-21 09:29:27.587474
SilverStone SST-XE04-SP6P 마이크로닉스,148220,5000,126.0,2026-05-21 09:29:27.587474
NOCTUA NH-D12L,149300,"115X,1851,AMD4,2000",145.0,2026-05-21 09:29:27.587474
DEEPCOOL ASSASSIN VC ELITE,152860,"2066,2011,115X,1851,AMD4,1800",164.0,2026-05-21 09:29:27.587474
쿨러마스터 MASTER AIR MA824 STEALTH 해외구매,152910,"1851,115X,AMD4,2250,1550,1950",165.0,2026-05-21 09:29:27.587474
쿨러마스터 MASTERAIR MA624 STEALTH,154000,"115X,2066,2011,1366,AMD4,AM2,1400",160.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15S chromax.black,163290,"1851,115X,AMD4,1500",160.0,2026-05-21 09:29:27.587474
NOCTUA NH-D12L chromax.black,165200,"1851,115X,AMD4,2000",145.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15,167260,"1851,115X,AMD4,1320,1500",165.0,2026-05-21 09:29:27.587474
PCCOOLER CPS RZ820,169000,"2066,2011,115X,1851,AMD4,2200,1500",165.0,2026-05-21 09:29:27.587474
be quiet DARK ROCK PRO 5,170100,"115X,AMD4,1500,2000",168.0,2026-05-21 09:29:27.587474
DEEPCOOL ASSASSIN 4 VC VISION,171260,"1851,115X,AMD4,1800",172.0,2026-05-21 09:29:27.587474
써멀테이크 WAir,177490,1500,165.0,2026-05-21 09:29:27.587474
NOCTUA NH-U12A,179600,"115X,1851,AMD4,1220,2000",158.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15 chromax.black,179600,"1851,115X,AMD4,1320,1500",165.0,2026-05-21 09:29:27.587474
NOCTUA NH-P1,180620,"115X,2066,2011,AMD4,1180",158.0,2026-05-21 09:29:27.587474
발키리 DX140 LCD ARGB,189000,"2011,115X,1851,2066,AMD4,2150,2000",167.0,2026-05-21 09:29:27.587474
쿨러마스터 MASTERAIR MAKER 8,195000,"115X,2011,1366,AM2,1800",172.0,2026-05-21 09:29:27.587474
NOCTUA NH-U12A chromax.black,196190,"1851,115X,AMD4,1220,2000",158.0,2026-05-21 09:29:27.587474
NOCTUA NH-D9 DX-4677 4U,196240,2500,134.0,2026-05-21 09:29:27.587474
NOCTUA NH-D9 TR5-SP6 4U,198050,2500,134.0,2026-05-21 09:29:27.587474
be quiet DARK ROCK ELITE,202000,"115X,AMD4,2000",168.0,2026-05-21 09:29:27.587474
TRYX TURRIS 620,207140,"1851,AMD4,1850,1800",165.0,2026-05-21 09:29:27.587474
PCCOOLER CPS RZ820 DISPLAY,209000,"2066,1851,2011,115X,AMD4,2500,1500",169.0,2026-05-21 09:29:27.587474
NOCTUA NH-U14S DX-4677,211800,"1136,1500",165.0,2026-05-21 09:29:27.587474
NOCTUA NH-U12S DX-4677,213730,"1018,2000",158.0,2026-05-21 09:29:27.587474
NOCTUA NH-U14S TR5-SP6,214000,1500,165.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15 G2 LBC,247390,"115X,1851,AMD4,1500",168.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15 G2,251080,"1851,115X,AMD4,1500",168.0,2026-05-21 09:29:27.587474
SilverStone SST-XED120S-WS 마이크로닉스,254130,3000,145.0,2026-05-21 09:29:27.587474
NOCTUA NH-D15 G2 chromax.black,265800,"1851,115X,AMD4,1500",168.0,2026-05-21 09:29:27.587474
Thermalright Phantom Spirit 120 EVO 서린,880000,"2066,115X,2011,AMD4,2150",157.0,2026-05-21 09:29:27.587474
