name,price,socket_type,memory_type,created_at,bench_score
인텔 코어i7-11세대 11700 (로켓레이크S),335230,1200,DDR4,2026-05-21 09:09:51.582418,20615.0
AMD 라이젠5-5세대 7600X (라파엘),336770,AMD5,DDR5,2026-05-21 09:09:51.582418,28296.0
인텔 제온 E 2124 (커피레이크),339450,1151V2,DDR4,2026-05-21 09:09:51.582418,6746.0
인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시),343630,1851,DDR5,2026-05-21 09:09:51.582418,52532.0
인텔 코어i5-13세대 13600KF (랩터레이크),346810,1700,DDR5,2026-05-21 09:09:51.582418,37388.0
인텔 코어i5-12세대 12600K (엘더레이크),348360,1700,DDR5,2026-05-21 09:09:51.582418,27538.0
AMD 라이젠5 PRO 7645 (라파엘),349470,AMD5,DDR5,2026-05-21 09:09:51.582418,27564.0
인텔 코어i5-13세대 13400 (랩터레이크),352590,1700,DDR5,2026-05-21 09:09:51.582418,23846.0
인텔 코어i5-13세대 13600K (랩터레이크),353580,1700,DDR5,2026-05-21 09:09:51.582418,37518.0
인텔 코어 울트라5 시리즈2 250K Plus (애로우레이크 리프레시),353960,1851,DDR5,2026-05-21 09:09:51.582418,53139.0
AMD 라이젠7-5세대 7800X3D (라파엘),357740,AMD5,DDR5,2026-05-21 09:09:51.582418,34283.0
인텔 코어i7-10세대 10700 (코멧레이크S),358010,1200,DDR4,2026-05-21 09:09:51.582418,16008.0
인텔 코어i5-13세대 13600 (랩터레이크),359900,1700,DDR5,2026-05-21 09:09:51.582418,31410.0
AMD 라이젠7-5세대 7700X (라파엘),363990,AMD5,DDR5,2026-05-21 09:09:51.582418,35541.0
AMD 라이젠7-6세대 9700X (그래니트 릿지),374880,AMD5,DDR5,2026-05-21 09:09:51.582418,37063.0
인텔 코어i5-14세대 14600K (랩터레이크 리프레시),380750,1700,DDR5,2026-05-21 09:09:51.582418,38451.0
인텔 코어i5-12세대 12500 (엘더레이크),384740,1700,DDR5,2026-05-21 09:09:51.582418,19719.0
AMD 라이젠7-4세대 5700 (세잔),386510,AMD4,DDR4,2026-05-21 09:09:51.582418,24231.0
인텔 코어i5-13세대 13500 (랩터레이크),390030,1700,DDR5,2026-05-21 09:09:51.582418,30919.0
AMD 라이젠9-3세대 3900X (마티스),400000,AMD4,DDR4,2026-05-21 09:09:51.582418,32493.0
인텔 제온 스케일러블 브론즈 3104 (스카이레이크),400000,3647,DDR4,2026-05-21 09:09:51.582418,4372.0
AMD 라이젠7-3세대 3700X (마티스),405000,AMD4,DDR4,2026-05-21 09:09:51.582418,22403.0
인텔 코어 울트라5 시리즈2 235 (애로우레이크),405800,1851,DDR5,2026-05-21 09:09:51.582418,40056.0
인텔 제온 E3-1225V6 (카비레이크),408140,1151,,2026-05-21 09:09:51.582418,5837.0
인텔 제온 E3-1230V6 (카비레이크),411380,1151,,2026-05-21 09:09:51.582418,8082.0
AMD 라이젠7-5세대 8700G (피닉스),420000,AMD5,DDR5,2026-05-21 09:09:51.582418,31565.0
인텔 코어i5-14세대 14500 (랩터레이크 리프레시),430040,1700,DDR5,2026-05-21 09:09:51.582418,30935.0
AMD 라이젠9-5세대 7900X (라파엘),436770,AMD5,DDR5,2026-05-21 09:09:51.582418,51276.0
인텔 코어 울트라5 시리즈2 225T (애로우레이크),438000,1851,DDR5,2026-05-21 09:09:51.582418,25621.0
인텔 제온 E3-1270V6 (카비레이크),440000,1151,,2026-05-21 09:09:51.582418,8961.0
인텔 코어 울트라7 시리즈2 265KF (애로우레이크),447450,1851,DDR5,2026-05-21 09:09:51.582418,58569.0
인텔 코어i7-11세대 11700K (로켓레이크S),450000,1200,DDR4,2026-05-21 09:09:51.582418,24346.0
인텔 코어i7-10세대 10700K (코멧레이크S),451000,1200,DDR4,2026-05-21 09:09:51.582418,18526.0
AMD 라이젠9-5세대 7900 (라파엘),452340,AMD5,DDR5,2026-05-21 09:09:51.582418,48046.0
인텔 코어i7-12세대 12700F (엘더레이크),453250,1700,DDR5,2026-05-21 09:09:51.582418,30234.0
인텔 제온 E3-1240V6 (카비레이크),455000,1151,,2026-05-21 09:09:51.582418,8743.0
인텔 제온 E 2124G (커피레이크),455690,1151V2,DDR4,2026-05-21 09:09:51.582418,7206.0
AMD 라이젠 스레드리퍼 2920X (콜팩스),461800,TR4,DDR4,2026-05-21 09:09:51.582418,25204.0
인텔 코어i7-12세대 12700KF (엘더레이크),463060,1700,DDR5,2026-05-21 09:09:51.582418,33970.0
인텔 코어i7-13세대 13700F (랩터레이크),463890,1700,DDR5,2026-05-21 09:09:51.582418,37873.0
인텔 코어i9-10세대 10850K (코멧레이크S),465310,1200,DDR4,2026-05-21 09:09:51.582418,21905.0
인텔 제온 스케일러블 브론즈 3204 (캐스케이드레이크),470000,3647,DDR4,2026-05-21 09:09:51.582418,4722.0
인텔 코어i5-14세대 14500T (랩터레이크 리프레시),470480,1700,DDR5,2026-05-21 09:09:51.582418,22976.0
인텔 코어i7-13세대 13700KF (랩터레이크),472790,1700,DDR5,2026-05-21 09:09:51.582418,45587.0
인텔 코어i3-13세대 13100 (랩터레이크),473100,1700,DDR5,2026-05-21 09:09:51.582418,14107.0
인텔 코어i7-14세대 14700F (랩터레이크 리프레시),474430,1700,DDR5,2026-05-21 09:09:51.582418,41410.0
인텔 코어i5-12세대 12500T (엘더레이크),477890,1700,DDR5,2026-05-21 09:09:51.582418,16371.0
인텔 코어i3-13세대 13100T (랩터레이크),477990,1700,DDR5,2026-05-21 09:09:51.582418,12715.0
인텔 코어i5-13세대 13500T (랩터레이크),477990,1700,DDR5,2026-05-21 09:09:51.582418,22467.0
인텔 코어i7-14세대 14100T (랩터레이크 리프레시),478000,,DDR5,2026-05-21 09:09:51.582418,13625.0
인텔 코어i3-12세대 12100T (엘더레이크),478000,1700,DDR5,2026-05-21 09:09:51.582418,12345.0
