name,price,size,wattage,created_at
마이크로닉스 COOLMAX FOCUS II 900W ETA실버 ATX3.1,89840,ATX,900.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX 750W 80PLUS실버 ATX3.0,89890,ATX,750.0,2026-06-09 00:03:50.137785
잘만 GigaMax III 850W 80PLUS브론즈 모듈러 ATX3.1 화이트,89930,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 COOLMAX FOCUS II 900W ETA SILVER PCIE5,90400,ATX,900.0,2026-06-09 00:03:50.137785
엔티스 EG 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,93000,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Performance II PV RGB Sync 600W 80PLUS브론즈,93100,ATX,600.0,2026-06-09 00:03:50.137785
쿨러마스터 G800 GOLD,93122,ATX,800.0,2026-06-09 00:03:50.137785
쿨러마스터 MWE GOLD 850 V3 ATX3.1 블랙,93122,ATX,850.0,2026-06-09 00:03:50.137785
앱코 코어맥스 CM-850G ETA골드 ATX3.1,94900,ATX,850.0,2026-06-09 00:03:50.137785
AONE 시그니처 1000W 80PLUS브론즈 풀모듈러 베이직 ATX3.1,94990,ATX,1000.0,2026-06-09 00:03:50.137785
앱코 ULTIMATE GX850 80PLUS골드 풀모듈러 ATX3.0 화이트,95000,ATX,850.0,2026-06-09 00:03:50.137785
AONE 시그니처 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,95650,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 풀체인지 800W 80PLUS브론즈 ATX3.1,95900,ATX,800.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 750SM 모듈러 ATX3.1 80PLUS골드 화이트,95920,ATX,750.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 850SM 모듈러 ATX3.1 80PLUS골드,95920,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 풀체인지 800W 80PLUS실버 ATX3.1,97000,ATX,800.0,2026-06-09 00:03:50.137785
ASUS TUF Gaming 750W 80PLUS브론즈,97108,ATX,750.0,2026-06-09 00:03:50.137785
엔티스 EG 1000W 80PLUS골드 풀모듈러 ATX3.1,97600,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 800W 80PLUS 230V EU,97900,ATX,800.0,2026-06-09 00:03:50.137785
MSI MAG A850GN 80PLUS골드 ATX3.1,97980,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Compact SFX 450W 80PLUS브론즈,98000,MATX,450.0,2026-06-09 00:03:50.137785
쿨러마스터 MWE GOLD 850 V3 ATX3.1 화이트,98745,ATX,850.0,2026-06-09 00:03:50.137785
darkFlash 퍼펙트모스트 750W 80PLUS골드 풀모듈러 ATX3.1 블랙,98887,ATX,750.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 풀체인지 800W 80PLUS브론즈 ATX3.1 화이트,98890,ATX,800.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 750W 80PLUS실버 모듈러 ATX3.1,99000,ATX,750.0,2026-06-09 00:03:50.137785
3RSYS AK 1000W 80PLUS브론즈 모듈러 ATX3.1,99500,ATX,1000.0,2026-06-09 00:03:50.137785
AONE 시그니처 1000W 80PLUS골드 풀모듈러 ATX3.1 블랙,100290,ATX,1000.0,2026-06-09 00:03:50.137785
MONTECH CENTURY II 850 80PLUS골드 풀모듈러 ATX3.1,100320,ATX,850.0,2026-06-09 00:03:50.137785
EVGA 750 GQ 80PLUS골드,102000,ATX,750.0,2026-06-09 00:03:50.137785
Segotep GM750W 80PLUS골드 풀모듈러 ATX3.1 블랙,102990,ATX,750.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 풀체인지 800W 80PLUS실버 ATX3.1 화이트,103000,ATX,800.0,2026-06-09 00:03:50.137785
Antec CSK PRO 850W 80PLUS브론즈 230V EU 모듈러 ATX3.1,103900,ATX,850.0,2026-06-09 00:03:50.137785
darkFlash 퍼펙트모스트 750W 80PLUS골드 풀모듈러 ATX3.1 화이트,104377,ATX,750.0,2026-06-09 00:03:50.137785
엔티스 EG 1000W 80PLUS골드 풀모듈러 ATX3.1 화이트,104480,ATX,1000.0,2026-06-09 00:03:50.137785
FSP VITA GD 850W 80PLUS골드 ATX3.1,104800,ATX,850.0,2026-06-09 00:03:50.137785
ASUS PRIME 850W GOLD 대원씨티에스,105245,ATX,850.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 850SM 모듈러 ATX3.0 80PLUS골드,105650,ATX,850.0,2026-06-09 00:03:50.137785
GIGABYTE UD850GM PG5 80PLUS골드 풀모듈러 ATX3.0 피씨디렉트,105900,ATX,850.0,2026-06-09 00:03:50.137785
AONE 시그니처 1000W 80PLUS골드 풀모듈러 ATX3.1 화이트,106330,ATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 650 ATX 3.1 풀모듈러,107470,ATX,650.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX 850W 80PLUS실버 ATX3.1,107980,ATX,850.0,2026-06-09 00:03:50.137785
GIGABYTE UD850GM PG5 V2 80PLUS골드 풀모듈러 ATX3.1 제이씨현,108000,ATX,850.0,2026-06-09 00:03:50.137785
Segotep GM850W 80PLUS골드 풀모듈러 ATX3.1 블랙,109000,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX 850W 80PLUS실버 ATX3.0,109890,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 풀체인지 900W 80PLUS실버 ATX3.1,110100,ATX,900.0,2026-06-09 00:03:50.137785
Antec CSK PRO 1000W 80PLUS브론즈 230V EU 모듈러 ATX3.1,110500,ATX,1000.0,2026-06-09 00:03:50.137785
GIGABYTE UD850GM PG5 V2 ICE 80PLUS골드 풀모듈러 ATX3.1 피씨디렉트,110880,ATX,850.0,2026-06-09 00:03:50.137785
GIGABYTE UD850GM PG5 V2 80PLUS골드 풀모듈러 ATX3.1 피씨디렉트,111900,ATX,850.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 750XM 풀모듈러 ATX3.1 80PLUS골드 블랙,113520,ATX,750.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 750XM 풀모듈러 ATX3.1 80PLUS골드 화이트,113520,ATX,750.0,2026-06-09 00:03:50.137785
darkFlash 퍼펙트모스트 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,113582,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Performance II PV 600W 80PLUS브론즈 FDB,114000,ATX,600.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 850W 80PLUS골드 풀모듈러 ATX3.1,114050,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 650 ATX 3.1 풀모듈러 화이트,114230,ATX,650.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 850W 80PLUS실버 모듈러 ATX3.1,114900,ATX,850.0,2026-06-09 00:03:50.137785
darkFlash 퍼펙트모스트 850W 80PLUS골드 풀모듈러 ATX3.1 블랙,115100,ATX,850.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 850SM 모듈러 ATX3.0 80PLUS골드 화이트,115350,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 CASLON M 850W 80PLUS실버 모듈러 ATX3.0,116900,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 750 ATX 3.1 풀모듈러,117420,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 GX II GOLD 750 ATX3.0,117683,ATX,750.0,2026-06-09 00:03:50.137785
Segotep GM750W 80PLUS골드 풀모듈러 ATX3.1 화이트,117990,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 GOLD V650 풀모듈러,118704,ATX,650.0,2026-06-09 00:03:50.137785
MSI MAG A750GL 80PLUS골드 풀모듈러 ATX3.1,119000,ATX,750.0,2026-06-09 00:03:50.137785
DEEPCOOL PN850M 80PLUS골드 풀모듈러 ATX3.1,119000,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,119990,ATX,850.0,2026-06-09 00:03:50.137785
Antec GSK 750W V2 80PLUS골드 풀모듈러 ATX3.1,120600,ATX,750.0,2026-06-09 00:03:50.137785
잘만 TeraMax II SE 750W 80PLUS골드 풀모듈러 ATX3.1 블랙,122100,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 750 ATX 3.1 풀모듈러 화이트,122810,ATX,750.0,2026-06-09 00:03:50.137785
GIGABYTE UD1000GM PG5 80PLUS골드 풀모듈러 ATX3.0 피씨디렉트,124000,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 750W 80PLUS골드 풀모듈러 ATX3.1,124800,ATX,750.0,2026-06-09 00:03:50.137785
GIGABYTE UD1000GM 80PLUS골드 풀모듈러 피씨디렉트,125000,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000C12DG COMBAT DG ETA골드 ATX3.1,125927,ATX,1000.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 850XM 풀모듈러 ATX3.1 80PLUS골드 블랙,126720,ATX,850.0,2026-06-09 00:03:50.137785
잘만 TeraMax II SE 850W 80PLUS골드 풀모듈러 ATX3.1 블랙,126880,ATX,850.0,2026-06-09 00:03:50.137785
DEEPCOOL PN750M 80PLUS골드 풀모듈러 ATX3.1,126888,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 850 ATX 3.1 풀모듈러,126960,ATX,850.0,2026-06-09 00:03:50.137785
Segotep GM850W 80PLUS골드 풀모듈러 ATX3.1 화이트,127990,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL COUNT 750W 80PLUS골드 풀모듈러 ATX3.1,128000,ATX,750.0,2026-06-09 00:03:50.137785
SuperFlower SF-750C12FG COMBAT FG 80PLUS골드 ATX3.1,128001,ATX,750.0,2026-06-09 00:03:50.137785
MSI MAG A750GLS 80PLUS골드 풀모듈러 ATX3.1,128980,ATX,750.0,2026-06-09 00:03:50.137785
GIGABYTE UD1000GM PG5 V2 ICE 80PLUS골드 풀모듈러 ATX3.1 피씨디렉트,130240,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 Performance II PV 700W 80PLUS브론즈 FDB,131800,ATX,700.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 750W 80PLUS골드 풀모듈러 ATX3.1 화이트,132680,ATX,750.0,2026-06-09 00:03:50.137785
AONE 시그니처 1300W 80PLUS골드 풀모듈러 ATX3.1 블랙,133500,ATX,1300.0,2026-06-09 00:03:50.137785
AONE 시그니처 1300W 80PLUS골드 풀모듈러 ATX3.1 화이트,133750,ATX,1300.0,2026-06-09 00:03:50.137785
Antec GSK 850W V2 80PLUS골드 풀모듈러 ATX3.1,134000,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 CORE V2 GX-650 GOLD 풀모듈러 ATX3.1,134000,ATX,650.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 850 ATX 3.1 풀모듈러 화이트,134080,ATX,850.0,2026-06-09 00:03:50.137785
MONTECH CENTURY II 1050 80PLUS골드 풀모듈러 ATX3.1,135520,ATX,1050.0,2026-06-09 00:03:50.137785
SuperFlower SF-750F14GE LEADEX III GOLD UP ATX3.1,136402,ATX,750.0,2026-06-09 00:03:50.137785
darkFlash UPMOST 850W 80PLUS골드 풀모듈러 블랙,136612,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 COOLMAX P-850W 80PLUS플래티넘 ATX3.0,136900,ATX,850.0,2026-06-09 00:03:50.137785
Antec GSK 850W V2 화이트 80PLUS골드 풀모듈러 ATX3.1,138500,ATX,850.0,2026-06-09 00:03:50.137785
GIGABYTE UD1000GM PG5 V2 80PLUS골드 풀모듈러 ATX3.1 피씨디렉트,138583,ATX,1000.0,2026-06-09 00:03:50.137785
앱코 코어맥스 CM-1050G ETA골드 ATX3.1,139000,ATX,1050.0,2026-06-09 00:03:50.137785
마이크로닉스 Compact SFX-L 700W 80PLUS플래티넘,139000,MATX,700.0,2026-06-09 00:03:50.137785
darkFlash UPMOST 850W 80PLUS골드 풀모듈러 화이트,140193,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 850W 80PLUS골드 풀모듈러 ATX3.1,140990,ATX,850.0,2026-06-09 00:03:50.137785
MSI MAG A850GL 화이트 80PLUS골드 풀모듈러 ATX3.1,141870,ATX,850.0,2026-06-09 00:03:50.137785
GIGABYTE UD1000GM PG5 V2 80PLUS골드 풀모듈러 ATX 3.1 제이씨현,142990,ATX,1000.0,2026-06-09 00:03:50.137785
ASUS TUF Gaming 850W GOLD EVO 풀모듈러 ATX3.1,143120,ATX,850.0,2026-06-09 00:03:50.137785
잘만 TeraMax II 750W 80PLUS골드 풀모듈러 ATX3.1 화이트,146690,ATX,750.0,2026-06-09 00:03:50.137785
잘만 TeraMax II SE 1000W 80PLUS골드 풀모듈러 ATX3.1 블랙,147200,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 750 블랙,148030,ATX,750.0,2026-06-09 00:03:50.137785
MSI MAG A850GLS 80PLUS골드 풀모듈러 ATX3.1,148980,ATX,850.0,2026-06-09 00:03:50.137785
MSI MPG A850G 80PLUS골드 풀모듈러 ATX3.1,149000,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 CORE V2 GX-750 GOLD 풀모듈러 ATX3.1,149000,ATX,750.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14GE LEADEX III GOLD UP ATX3.1,149688,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL COUNT 850W 80PLUS골드 풀모듈러 ATX3.1,149730,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL COUNT 750W 80PLUS골드 풀모듈러 (본체+메탈그레이),150000,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 GOLD V750 V2 화이트 풀모듈러,152640,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 MWE GOLD 1050 V2 ATX3.0,153330,ATX,1050.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,155000,ATX,850.0,2026-06-09 00:03:50.137785
Segotep GM1000W 80PLUS골드 풀모듈러 ATX3.1 블랙,155000,ATX,1000.0,2026-06-09 00:03:50.137785
Segotep GM1250W 80PLUS골드 풀모듈러 ATX3.1 블랙,156990,ATX,1250.0,2026-06-09 00:03:50.137785
CORSAIR RM750e ETA플래티넘 ATX3.1 화이트,157020,ATX,750.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 1000W 80PLUS골드 풀모듈러 ATX3.1,158990,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-850C12FG COMBAT FG 80PLUS골드 ATX3.1,159000,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX G-850W 80PLUS골드 ATX3.1,159000,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14GE LEADEX III GOLD UP ATX3.1 화이트,159290,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Performance II HV 850W 80PLUS브론즈 FDB,159890,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 CORE V2 GX-750 GOLD 풀모듈러 ATX3.1 화이트,159980,ATX,750.0,2026-06-09 00:03:50.137785
CORSAIR RM850e ATX3.1,162760,ATX,850.0,2026-06-09 00:03:50.137785
MSI MPG A850GS 80PLUS골드 풀모듈러 ATX3.1,163970,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 GX III GOLD 850 ATX3.0,164790,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 GX II GOLD 850 ATX3.0,164890,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 1000W 80PLUS골드 풀모듈러 ATX3.1 화이트,164990,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO PLATINUM 850W 풀모듈러,165000,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 1000 ATX 3.1 풀모듈러,166790,ATX,1000.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-850G 80PLUS골드 풀모듈러 ATX3.1,167210,ATX,850.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 850 블랙,167380,ATX,850.0,2026-06-09 00:03:50.137785
Segotep GM1000W 80PLUS골드 풀모듈러 ATX3.1 화이트,167990,ATX,1000.0,2026-06-09 00:03:50.137785
MSI MAG A1250GL 80PLUS골드 풀모듈러 ATX3.1,169000,ATX,1250.0,2026-06-09 00:03:50.137785
잘만 TeraMax II VIEW 1000W 80PLUS골드 풀모듈러 ATX3.1 블랙,169040,ATX,1000.0,2026-06-09 00:03:50.137785
시소닉 CORE V2 GX-850 GOLD 풀모듈러 ATX3.1,170000,ATX,850.0,2026-06-09 00:03:50.137785
Antec GSK 1000W 80PLUS골드 풀모듈러 ATX3.1,172500,ATX,1000.0,2026-06-09 00:03:50.137785
Segotep GM1250W 80PLUS골드 풀모듈러 ATX3.1 화이트,172990,ATX,1250.0,2026-06-09 00:03:50.137785
CORSAIR RMx Series RM850x ATX3.1,173090,ATX,850.0,2026-06-09 00:03:50.137785
CORSAIR RM850e ETA골드 ATX3.1 화이트,173110,ATX,850.0,2026-06-09 00:03:50.137785
쿨러마스터 ELITE GOLD 1000 ATX 3.1 풀모듈러 화이트,174100,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14GE LEADEX III GOLD UP ATX3.1,174419,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 850 화이트,177290,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14XG LEADEX VII GOLD ATX3.1,177645,ATX,850.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-850GW 80PLUS골드 풀모듈러 ATX3.1 화이트,177680,ATX,850.0,2026-06-09 00:03:50.137785
MSI MAG A1000GLS 80PLUS골드 풀모듈러 ATX3.1,178980,ATX,1000.0,2026-06-09 00:03:50.137785
MONTECH CENTURY II 1200 80PLUS골드 풀모듈러 ATX3.1,179000,ATX,1200.0,2026-06-09 00:03:50.137785
NEWZEN SKULL 1000XM ATX3.0 80PLUS골드,179000,ATX,1000.0,2026-06-09 00:03:50.137785
MSI MAG A1000GL 80PLUS골드 풀모듈러 ATX3.1,179000,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 SX850 80PLUS플래티넘 블랙,179510,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 FOCUS GOLD GM-750 모듈러,180000,ATX,750.0,2026-06-09 00:03:50.137785
darkFlash UPMOST 1050W 80PLUS골드 풀모듈러 ATX3.0 화이트,181170,ATX,1050.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14GE LEADEX III GOLD UP ATX3.1 화이트,183247,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 SX850 80PLUS플래티넘 화이트,184160,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 NEW FOCUS V4 GX-750 GOLD 풀모듈러 ATX3.1,184970,ATX,750.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1050W 80PLUS골드 풀모듈러 ATX3.1,185000,ATX,1050.0,2026-06-09 00:03:50.137785
darkFlash UPMOST 1050W 80PLUS골드 풀모듈러 ATX3.0 블랙,185000,ATX,1050.0,2026-06-09 00:03:50.137785
잘만 TeraMax II VIEW 1200W 80PLUS골드 풀모듈러 ATX3.1 블랙,185280,ATX,1200.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 750W GOLD Aura Edition,186185,ATX,750.0,2026-06-09 00:03:50.137785
쿨러마스터 MWE GOLD 1250-V2 ATX3.0,186190,ATX,1250.0,2026-06-09 00:03:50.137785
리안리 EDGE 850 80PLUS플래티넘 블랙,187060,ATX,850.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 1200W 80PLUS골드 풀모듈러 ATX3.1,188990,ATX,1200.0,2026-06-09 00:03:50.137785
시소닉 CORE V2 GX-850 GOLD 풀모듈러 ATX3.1 화이트,189000,ATX,850.0,2026-06-09 00:03:50.137785
잘만 ZM850-ARX 80PLUS플래티넘,189390,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14XG LEADEX VII GOLD 화이트 ATX3.1,189429,ATX,850.0,2026-06-09 00:03:50.137785
잘만 ACRUX II 850W 80PLUS플래티넘 풀모듈러 ATX3.1,190000,ATX,850.0,2026-06-09 00:03:50.137785
Antec GSK 1200W 80PLUS골드 풀모듈러 ATX3.1,190500,ATX,1200.0,2026-06-09 00:03:50.137785
darkFlash UPMOST 1250W 80PLUS골드 풀모듈러 ATX3.0 화이트,193180,ATX,1250.0,2026-06-09 00:03:50.137785
ASUS PRIME 850W GOLD Black Edition 대원씨티에스,193600,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Compact SFX 700W 80PLUS플래티넘 풀모듈러 ATX 3.1,194000,MATX,700.0,2026-06-09 00:03:50.137785
MSI MPG A1000G 80PLUS골드 풀모듈러 ATX3.1,194000,ATX,1000.0,2026-06-09 00:03:50.137785
맥스엘리트 STARS CYGNUS 1200W 80PLUS골드 풀모듈러 ATX3.1 화이트,194990,ATX,1200.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1050W 80PLUS골드 풀모듈러 ATX3.1 화이트,195000,ATX,1050.0,2026-06-09 00:03:50.137785
마이크로닉스 WIZMAX G-1000W 80PLUS골드 ATX3.1,195100,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14TP LEADEX V PRO PLATINUM 블랙,196500,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1200W 80PLUS골드 풀모듈러 ATX3.1,198400,ATX,1200.0,2026-06-09 00:03:50.137785
앱코 코어맥스 CM-1200P ETA플래티넘 ATX3.1 블랙,198500,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 SP750 V2 80PLUS골드 블랙,198550,MATX,750.0,2026-06-09 00:03:50.137785
MSI MPG A1000GS II 80PLUS골드 풀모듈러 ATX3.1,198980,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR RM750x SHIFT 80PLUS골드 ATX3.0 화이트,199000,ATX,750.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14XP LEADEX VII PRO PLATINUM 블랙 ATX3.1,201301,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 COOLMAX P-1050W 80PLUS플래티넘 ATX3.0,204790,ATX,1050.0,2026-06-09 00:03:50.137785
리안리 SP750 V2 80PLUS골드 화이트,204810,MATX,750.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-1000G 80PLUS골드 풀모듈러 ATX3.1,205970,ATX,1000.0,2026-06-09 00:03:50.137785
잘만 ZM1000-ARX 80PLUS플래티넘,206000,ATX,1000.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO II PT 850W 80PLUS플래티넘 풀모듈러 ATX3.0,206590,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14XG LEADEX VII GOLD ATX3.1,207752,ATX,1000.0,2026-06-09 00:03:50.137785
NZXT C850 80PLUS골드 풀모듈러 ATX3.1 화이트,208200,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 ASTRO II PT 850W 80PLUS플래티넘 풀모듈러 ATX3.1,208620,ATX,850.0,2026-06-09 00:03:50.137785
리안리 EDGE 850 80PLUS플래티넘 화이트,209000,ATX,850.0,2026-06-09 00:03:50.137785
잘만 ACRUX II 1000W 80PLUS플래티넘 풀모듈러 ATX3.1,212000,ATX,1000.0,2026-06-09 00:03:50.137785
SuperFlower SF-850F14XP LEADEX VII PRO PLATINUM 화이트 ATX3.1,212013,ATX,850.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-1000GW 80PLUS골드 풀모듈러 ATX3.1 화이트,212890,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR RM850x SHIFT 80PLUS골드 ATX3.0 화이트,213340,ATX,850.0,2026-06-09 00:03:50.137785
시소닉 NEW FOCUS V4 GX-850 GOLD 풀모듈러 ATX3.1,213970,ATX,850.0,2026-06-09 00:03:50.137785
SuperFlower SF-1300F14GE LEADEX III GOLD UP ATX3.1,214048,ATX,1300.0,2026-06-09 00:03:50.137785
마이크로닉스 Classic II 1200W 80PLUS골드 풀모듈러 화이트 ATX3.1,214700,ATX,1200.0,2026-06-09 00:03:50.137785
SuperFlower SF-1000F14XG LEADEX VII GOLD 화이트 ATX3.1,218142,ATX,1000.0,2026-06-09 00:03:50.137785
NZXT C850 80PLUS골드 풀모듈러 ATX3.1 블랙,218144,ATX,850.0,2026-06-09 00:03:50.137785
마이크로닉스 COOLMAX P-1050W 80PLUS플래티넘 ATX3.1,218980,ATX,1050.0,2026-06-09 00:03:50.137785
MONTECH TITAN PLA 1000W 플래티넘 ATX3.1 화이트,219000,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR RM1000e ATX3.1,219080,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 1000 블랙,219210,ATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 GX III GOLD 1050 풀모듈러 ATX3.0,220070,ATX,1050.0,2026-06-09 00:03:50.137785
CORSAIR RM850x SHIFT 80PLUS골드 ATX3.0,223680,ATX,850.0,2026-06-09 00:03:50.137785
CORSAIR SF750 ATX3.1,223680,MATX,750.0,2026-06-09 00:03:50.137785
SuperFlower SF-1300F14GE LEADEX III GOLD UP ATX3.1 화이트,223984,ATX,1300.0,2026-06-09 00:03:50.137785
쿨러마스터 MWE Gold 1050 V2 풀모듈러 ATX3.0 SF6 Blanka,225000,ATX,1050.0,2026-06-09 00:03:50.137785
Fractal Design Ion 3 850W 80PLUS골드,227000,ATX,850.0,2026-06-09 00:03:50.137785
Antec SF850X 80PLUS골드 SFX 풀모듈러 ATX3.1,227900,MATX,850.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 850G 화이트 EDITION 80PLUS골드,228000,ATX,850.0,2026-06-09 00:03:50.137785
ASUS ROG STRIX 850G 화이트 에디션 80PLUS골드 인텍앤컴퍼니,228000,ATX,850.0,2026-06-09 00:03:50.137785
CORSAIR RM1000e ETA플래티넘 ATX3.1 화이트,229430,ATX,1000.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL DUKE 1000W 80PLUS플래티넘 풀모듈러 ATX3.1 화이트,230000,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 EDGE GOLD 1000 화이트,230830,ATX,1000.0,2026-06-09 00:03:50.137785
CORSAIR RMx Series RM1000x ATX3.1,231460,ATX,1000.0,2026-06-09 00:03:50.137785
DEEPCOOL PX1200G 80PLUS골드 풀모듈러 ATX3.0,232170,ATX,1200.0,2026-06-09 00:03:50.137785
ASRock 스틸레전드 SL-1200G 80PLUS골드 풀모듈러 ATX3.1,232990,ATX,1200.0,2026-06-09 00:03:50.137785
맥스엘리트 MAXWELL DUKE 1000W 80PLUS플래티넘 풀모듈러 ATX3.1,234000,ATX,1000.0,2026-06-09 00:03:50.137785
쿨러마스터 V SFX Gold 850 ATX3.1,234000,MATX,850.0,2026-06-09 00:03:50.137785
잘만 ACRUX II 1200W 80PLUS플래티넘 풀모듈러 ATX3.1,234000,ATX,1200.0,2026-06-09 00:03:50.137785
리안리 SX1000 80PLUS플래티넘 블랙,234050,ATX,1000.0,2026-06-09 00:03:50.137785
리안리 SX1000 80PLUS플래티넘 화이트,234060,ATX,1000.0,2026-06-09 00:03:50.137785
