name,price,socket_type,memory_type,pcie_type,size,memory_clock,created_at
GIGABYTE TRX50 AI TOP 제이씨현,1389560,,DDR5,PCIE5.0X16,EATX,7800.0,2026-04-20 15:30:38.871935
ASUS PRO WS TRX50-SAGE WiFi 대원씨티에스,1400980,,DDR5,PCIE5.0X16,,,2026-04-20 15:30:38.871935
Supermicro H13SSL-NT R2.0 STCOM,1405000,,DDR5,PCIE5.0X16,ATX,4800.0,2026-04-20 15:30:38.871935
ASUS PRO WS TRX50-SAGE WiFi STCOM,1426380,,DDR5,PCIE5.0X16,,,2026-04-20 15:30:38.871935
GIGABYTE Z890 AORUS XTREME AI TOP 피씨디렉트,1450400,1851,DDR5,PCIE5.0X16,EATX,9500.0,2026-04-20 15:30:38.871935
ASUS ROG CROSSHAIR X870E EXTREME 대원씨티에스,1460940,AM5,DDR5,PCIE5.0X16,EATX,8200.0,2026-04-20 15:30:38.871935
ASUS PRO WS W790-ACE STCOM,1520230,,DDR5,PCIE5.0X16,,6800.0,2026-04-20 15:30:38.871935
ASUS ROG MAXIMUS Z890 EXTREME 코잇,1524220,1851,DDR5,PCIE5.0X16,EATX,8400.0,2026-04-20 15:30:38.871935
ASRock WRX90 WS EVO 대원씨티에스,1771500,,DDR5,PCIE5.0X16,,7600.0,2026-04-20 15:30:38.871935
ASUS Z13PE-D16 STCOM,1966040,,DDR5,PCIE5.0X16,EATX,4800.0,2026-04-20 15:30:38.871935
ASUS PRO WS WRX90E-SAGE SE 대원씨티에스,2055600,,DDR5,PCIE5.0X16,,,2026-04-20 15:30:38.871935
ASUS PRO WS WRX90E-SAGE SE STCOM,2149000,,DDR5,PCIE5.0X16,,,2026-04-20 15:30:38.871935
ASUS PRO WS W790E-SAGE SE STCOM,2190730,,DDR5,PCIE5.0X16,,6800.0,2026-04-20 15:30:38.871935
ASUS PRO WS W890E-SAGE SE STCOM,2385400,,DDR5,PCIE5.0X16,,,2026-04-20 15:30:38.871935
GIGABYTE Z790 AORUS XTREME X ICE + AORUS 지포스 RTX 4080 SUPER XTREME ICE 패키지 피씨디렉트,3152040,1700,DDR5,PCIE5.0X16,EATX,8266.0,2026-04-20 15:30:38.871935
