name,price,recommended_power,pcie_type,gpu_length,created_at
MANLI 지포스 RTX 5070 Ti Gallardo OC D7 16GB 대원씨티에스,1598400,,PCIE5.0X16,359.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti EAGLE OC SFF D7 16GB 제이씨현,1601450,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
XFX 라데온 RX 9070 XT MERCURY RGB OC WHITE D6 16GB,1602000,800.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti AERO OC D7 16GB 피씨디렉트,1626120,750.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti AERO OC D7 16GB 제이씨현,1628000,750.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5070 Ti D7 16GB 대원씨티에스,1642600,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti BLACK 2X OC D7 16GB,1643010,750.0,PCIE5.0X16,239.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5070 Ti WHITE OC D7 16GB 대원씨티에스,1647169,850.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5070 Ti ULTRA OC White D7 16GB 도우정보,1650000,,PCIE5.0X16,,2026-04-20 15:27:56.166823
이엠텍 지포스 RTX 5070 Ti MIRACLE WHITE D7 16GB,1655000,750.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC 화이트 D7 16GB 트라이프로져4,1658950,750.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti EX GAMER BLACK OC D7 16GB,1659220,750.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5070 Ti OC D7 16GB 대원씨티에스,1684250,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5070 Ti WINDFORCE SFF D7 16GB 피씨디렉트,1696630,750.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5070 Ti Vulcan OC D7 16GB 피씨디렉트,1705000,750.0,PCIE5.0X16,336.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5070 Ti BTF WHITE OC D7 16GB 대원씨티에스,1708069,850.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti BLACK 2X OC D7 16GB,1714970,750.0,PCIE5.0X16,239.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti EX GAMER WHITE OC D7 16GB,1749720,750.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti BLACK OC D7 16GB,1779900,750.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 4080 SUPER 3X D6X 16GB,1822000,850.0,PCIE4.0X16,315.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti EX GAMER BLACK OC D7 16GB,1824000,750.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti HOF GAMING BLACK D7 16GB,1847870,750.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 3060 Ti GAMING OC D6X 8GB 피씨디렉트,1850000,750.0,PCIE4.0X16,286.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5070 Ti MASTER D7 16GB 피씨디렉트,1855000,750.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5070 Ti HOF GAMING D7 16GB,1871380,750.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti HOF GAMING BLACK D7 16GB,1906970,750.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti HOF GAMING D7 16GB,1927970,750.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC 플러스 D7 16GB 트라이프로져4,1940860,750.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 WINDFORCE OC SFF D7 16GB 피씨디렉트,1975860,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5060 게이밍 OC D7 8GB 트윈프로져,1999890,550.0,PCIE5.0X16,248.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti BLACK OC D7 16GB,2000000,750.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5080 Nebula D7 16GB 대원씨티에스,2002930,,PCIE5.0X16,312.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 WINDFORCE OC SFF D7 16GB 제이씨현,2007400,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 벤투스 3X OC D7 16GB,2047040,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5080 ULTRA OC White D7 16GB 피씨디렉트,2054780,850.0,PCIE5.0X16,331.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5080 Gallardo OC D7 16GB 대원씨티에스,2057000,,PCIE5.0X16,359.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5070 Ti WHITE OC D7 16GB,2058140,750.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 GAMING OC D7 16GB 피씨디렉트,2064030,850.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 AERO OC SFF D7 16GB 제이씨현,2064110,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 AERO OC SFF D7 16GB 피씨디렉트,2073640,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5080 GAMING OC D7 16GB 제이씨현,2074900,850.0,PCIE5.0X16,340.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 벤투스 3X OC 플러스 D7 16GB,2077890,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 쉐도우 3X OC D7 16GB,2078000,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 BLACK OC D7 16GB,2098040,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5080 Stellar OC D7 16GB 대원씨티에스,2129000,,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5080 OC D7 16GB 대원씨티에스,2147390,850.0,PCIE5.0X16,306.0,2026-04-20 15:27:56.166823
ASUS PRIME 지포스 RTX 5080 D7 16GB 대원씨티에스,2150860,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 3070 Ti 슈프림 X D6X 8GB 트라이프로져2S,2160000,850.0,PCIE4.0X16,335.0,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5080 BLACK OC D7 16GB,2174970,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
이엠텍 지포스 RTX 5080 MIRACLE WHITE D7 16GB,2197990,850.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
ASRock 라데온 RX 6700 XT CHALLENGER Pro OC D6 12GB 에즈윈,2200000,650.0,PCIE4.0X16,303.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5080 ULTRA OC White D7 16GB 도우정보,2210000,,PCIE5.0X16,,2026-04-20 15:27:56.166823
GIGABYTE 라데온 AI PRO R9700 AI TOP D6 32GB 피씨디렉트,2232500,750.0,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 MASTER D7 16GB 피씨디렉트,2238190,850.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 게이밍 트리오 OC D7 16GB 트라이프로져4,2249000,850.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 MASTER D7 16GB 제이씨현,2263900,850.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 게이밍 트리오 OC 화이트 D7 16GB 트라이프로져4,2269000,850.0,PCIE5.0X16,338.0,2026-04-20 15:27:56.166823
ASRock 라데온 AI PRO R9700 Creator D6 32GB 대원씨티에스,2282610,750.0,PCIE5.0X16,271.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5070 Ti OC D7 16GB 대원씨티에스,2287230,850.0,PCIE5.0X16,329.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5080 Advanced OC D7 16GB 피씨디렉트,2289170,,PCIE5.0X16,,2026-04-20 15:27:56.166823
GIGABYTE 라데온 AI PRO R9700 AI TOP D6 32GB 제이씨현,2289760,750.0,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,2289790,850.0,PCIE5.0X16,357.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 HOF GAMING BLACK D7 16GB,2321230,850.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 MASTER ICE D7 16GB 제이씨현,2326410,850.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5070 Ti MASTER D7 16GB 제이씨현,2333490,750.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 MASTER ICE D7 16GB 피씨디렉트,2336970,850.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
ASUS ProArt 지포스 RTX 5080 OC D7 16GB 대원씨티에스,2350000,850.0,PCIE5.0X16,304.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5080 Neptune OC D7 16GB 피씨디렉트,2358820,,PCIE5.0X16,,2026-04-20 15:27:56.166823
갤럭시 GALAZ 지포스 RTX 5080 HOF GAMING BLACK D7 16GB,2399950,850.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
COLORFUL iGame 지포스 RTX 5080 Vulcan OC D7 16GB 피씨디렉트,2429980,,PCIE5.0X16,,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 XTREME 워터포스 D7 16GB 피씨디렉트,2556440,850.0,PCIE5.0X16,220.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5080 XTREME 워터포스 WB D7 16GB 피씨디렉트,2558890,850.0,PCIE5.0X16,220.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 HOF GAMING D7 16GB,2619500,850.0,PCIE5.0X16,341.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 4070 SUPER 게이밍 X 슬림 D6X 12GB 트라이프로져3,2668930,650.0,PCIE4.0X16,307.0,2026-04-20 15:27:56.166823
AFOX 지포스 RTX 4080 SUPER BLOWER D6X 16GB 에즈윈,2669500,,PCIE4.0X16,269.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 벤투스 3X OC 화이트 D7 16GB,2726000,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 WHITE OC D7 16GB,2806000,850.0,PCIE5.0X16,303.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 4060 벤투스 2X 블랙 OC D6 8GB,2809290,550.0,PCIE4.0X16,199.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 EX GAMER BLACK OC D7 16GB,2830000,850.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
갤럭시 GALAX 지포스 RTX 5080 EX GAMER WHITE OC D7 16GB,3060290,850.0,PCIE5.0X16,322.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 4000 Blackwell SFF 에디션 D7 24GB 서린,3159270,,PCIE5.0X16,168.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5080 OC D7 16GB 대원씨티에스,3198990,850.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5060 Ti Nebula D7 16GB 대원씨티에스,4200000,,PCIE5.0X16,239.0,2026-04-20 15:27:56.166823
ASUS ROG STRIX 지포스 RTX 5070 Ti OC D7 16GB 대원씨티에스,4200000,850.0,PCIE5.0X16,332.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5080 엑스퍼트 OC D7 16GB 플로우프로져2,4750000,850.0,PCIE5.0X16,319.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 4500 Blackwell D7 32GB 서린 (벌크),4949060,,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 4500 Blackwell D7 32GB 서린,5199990,,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 4070 SUPER GAMING OC D6X 12GB 제이씨현,5351290,700.0,PCIE4.0X16,300.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 4070 SUPER GAMING OC D6X 12GB 피씨디렉트,5351290,700.0,PCIE4.0X16,300.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5090 슈프림 SOC D7 32GB 하이퍼프로져,6296500,,PCIE5.0X16,,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5090 WINDFORCE OC D7 32GB 피씨디렉트,6325710,1000.0,PCIE5.0X16,342.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 MASTER ICE D7 32GB 피씨디렉트,6338990,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 XTREME 워터포스 WB D7 32GB 피씨디렉트,6341890,1000.0,PCIE5.0X16,234.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5090 GAMING OC D7 32GB 피씨디렉트,6347970,1000.0,PCIE5.0X16,342.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 XTREME 워터포스 D7 32GB 제이씨현,6369450,1000.0,PCIE5.0X16,246.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5090 Gallardo OC D7 32GB 대원씨티에스,6370000,,PCIE5.0X16,359.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 XTREME 워터포스 D7 32GB 피씨디렉트,6370580,1000.0,PCIE5.0X16,245.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5090 WINDFORCE OC D7 32GB 제이씨현,6390000,1000.0,PCIE5.0X16,342.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 XTREME 워터포스 WB D7 32GB 제이씨현,6407960,1000.0,PCIE5.0X16,234.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 5090 GAMING OC D7 32GB 제이씨현,6433920,1000.0,PCIE5.0X16,342.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 STEALTH ICE D7 32GB 피씨디렉트,6440000,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5090 OC D7 32GB 대원씨티에스,6446000,1000.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 MASTER ICE D7 32GB 제이씨현,6459970,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 MASTER D7 32GB 제이씨현,6485980,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 STEALTH ICE D7 32GB 제이씨현,6541940,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5090 D7 32GB 대원씨티에스,6593440,1000.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 AI BOX 피씨디렉트,6727530,850.0,,302.0,2026-04-20 15:27:56.166823
ASUS TUF Gaming 지포스 RTX 5090 D7 32GB 인텍앤컴퍼니,6866640,1000.0,PCIE5.0X16,348.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 MASTER D7 32GB 피씨디렉트,6890000,1000.0,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5090 뱅가드 SOC D7 32GB 하이퍼프로져,6989990,1000.0,PCIE5.0X16,357.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5090 게이밍 트리오 OC D7 32GB 트라이프로져4,6989990,1000.0,PCIE5.0X16,359.0,2026-04-20 15:27:56.166823
GIGABYTE 지포스 RTX 4090 GAMING OC D6X 24GB 피씨디렉트,7000000,1000.0,PCIE4.0X16,340.0,2026-04-20 15:27:56.166823
GIGABYTE AORUS 지포스 RTX 5090 AI BOX 제이씨현,7012200,850.0,,302.0,2026-04-20 15:27:56.166823
MANLI 지포스 RTX 5090 Stellar OC D7 32GB 대원씨티에스,7450000,,PCIE5.0X16,360.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5090 슈프림 리퀴드 SOC D7 32GB,7480000,1000.0,PCIE5.0X16,280.0,2026-04-20 15:27:56.166823
MSI 지포스 RTX 5090 벤투스 3X OC D7 32GB,7600000,1000.0,PCIE5.0X16,323.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 5000 Blackwell D7 48GB 서린 (벌크),8488100,,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
NVIDIA RTX PRO 5000 Blackwell D7 48GB 서린,8490000,,PCIE5.0X16,267.0,2026-04-20 15:27:56.166823
